Product name,Product number,Product price,Product description,Product url
7 Series Flat Base/SS Cheeks/Alum Sheave,705-10,$247.85,"7 Series Cheek Block with anodized Aluminum cheek and aluminum sheave. Aluminum sheave runs on Nomex(tm)/Teflon(tm) bearing for low friction and high safe working load. Stainless steel base distributes loads to a large surface area. Sheave Dia. 2-3/8"" (60 mm), Max Line 1/2"" (13 mm), L 4-3/8"" (111 mm), W 2-3/4"" (70 mm), H 1"" (25 mm), Fasteners (4) 1/4"" RH (6 mm), C/C 3-5/8"" (92 mm), C/C (wide end) 2"" (51mm), C/C (short end) 1-9/16"", SWL 2250 lbs. (1020 kg), Weight Stain. 12.4 oz. (351 g)",https://hardware.schaefermarine.com/collections/blocks/products/7-series-flat-base-ss-cheeks-alum-sheave-705-10
3 Series Flat Base/Dbl/Alum Cheek,303-29,$131.60,"3 Series Double Cheek Block with anodized Aluminum cheek.  Delrin(tm) sheaves ensure smooth operation and high safe working load.  Upper sheave safe working load 200 lbs (91kg), lower sheave 1000 lbs, (450 kg),  Sheave Dia. 1-7/16"" (37 mm), Max Line 7/16"" (11 m), L 2-7/8"" (73 mm), W 1-3/4"" (44 mm), H 1-7/16"" (37 mm), Fasteners (4) #10 RH (5 mm), C/C 2-3/8"" (60 mm), Weight Alum. 4.2 oz. (119 g)",https://hardware.schaefermarine.com/collections/blocks/products/3-series-flat-base-dbl-alum-cheek-303-29
"Spr. Loaded/Lined Slide/Alum. for 1-1/4"" T-Track",704-92,$355.45,"704-82 Stand up spring block for 1-1/4"" T-Track. Delrin(tm) sheave ensures smooth operation and high safe working load. Anodized aluminum cheeks and stainless steel slider ensure reliability. Polyethylene liner and pin stop allow for easy adjustment.  Track Size 1-1/4"" x 3/16"" (32 mm x 5 mm), Boat Size Up To LOA,  33', 12000 lbs., 520 sq. ft. (10 m, 5455 kg, 48 m2), Sheave Dia. 2-3/8"" (60 mm), Max Line 1/2"" (12 mm), Length 4"" (102 mm), W 1-9/16"" (39 mm), H 4-15/16"" (126 mm), Bearing Height 2-3/8"" (67 mm), SWL 2250 lbs. (1020 kg), Weight 12 oz. (340 g)",https://hardware.schaefermarine.com/collections/blocks/products/spr-loaded-lined-slide-alum-for-1-1-4-t-track-704-92
3 Series Halyard Lift Turning Block / Delrin,303-50,$82.35,"303-50 Halyard/Control block.  Delrin(tm) sheave ensures smooth operation and high strength.  Stainless base and Anodized aluminum cheeks provide a solid platform.  Sheave Dia. 1-7/16, (37 mm), Max Wire 7/16, (11 mm), Jaw Opening 1-3/4, (44 mm), Pin. Dia. 1-5/8, (41 mm), Length 1-31/32, (50 mm), Width 19/32, (15 mm), T (4), #10 RH (5 mm), C/C Length 1-5/32, (29 mm), C/C Across 1-5/16, (33 mm), SWL 1000 lbs. (454 kg)",https://hardware.schaefermarine.com/collections/blocks/products/3-series-halyard-lift-turning-block-delrin-303-50
"Clear Step Lead Block for 1"" Stanchions",506-44,$92.55,"506-44 ""Clear Step"" Outside lead furling block. Unique design leads your furling control line outside of your stanchions for a clean lead aft to the cockpit. Stainless cheeks with Delrin(tm) ball bearing sheave ensure low-friction and high strength.  Locks in place with a small set screw accessed through a small hole in the sheave.  Maximum line diameter 1/2"". For 1"" Stanchions.  Overall Width 3-1/8"" (79mm), Thickness 1-1/8"" (29mm), Safe Working load 750 lbs (350kg), Weight 5oz (142g)",https://hardware.schaefermarine.com/collections/blocks/products/clear-step-lead-block-for-1-stanchions-506-44
Stand-Up,02-62,$135.15,"Stand up swivel block includes delrin base.  Optional backing plate part number 97-60.  Sheave Dia. 1-1/16"" (27 mm), Max Line 5/16 (8 mm), Dia. includes urethane base 2"" (51 mm), Height 3-5/32"" (81 mm), H2 2-5/32"" (55 mm), Fastener Size (3), #10 RH (5 mm), C/C 1-1/31"" (26 mm), SWL 900lbs (410 kg), Weight Stain. 2.7 oz (76 g)",https://hardware.schaefermarine.com/collections/blocks/products/stand-up-02-62
Single Block with Swivel Shackle,02-05,$93.05,"Single block with swivel head.  Delrin(tm) sheave on plain bearing allows for a low-friction yet high load block.  Sheave Dia. 1 1/16"" (27mm), Thickness 19/32"" (15mm), Width 1 3/16"" (30mm), Length 3 1/2"" (89mm), SWL 900 lbs, Weight 2 oz. (57g), Max Line 5/16"" (8mm)",https://hardware.schaefermarine.com/collections/blocks/products/single-block-with-swivel-shackle-02-05
Triple Stainless Block,705-94,$349.70,"Triple block with Stainless steel cheeks and delrin(tm) sheaves.  Works with 705-98 for a powerful 6:1 purchase.  Delrin(tm) sheaves ensure smooth operation and high safe working load.  Swivel head may be locked in place to eliminate line twist.  Sheave Dia. 2 3/8"" (60mm), Thickness 2 29/32"" (74mm), Width 2 1/2"" (64mm), Length 5 1/32"" (128mm), SWL 2250 lbs. (1020kg), Weight 1lb. 4oz (567g), Max Line 1/2"" (13mm)",https://hardware.schaefermarine.com/collections/blocks/products/triple-stainless-block-705-94
Stainless Steel Stand-Up Swivel,705-62,$266.75,"Stand up 7 series swivel block with Stainless Steel cheeks.  Delrin(tm) sheave ensures smooth operation and high safe working load.  Stainless Steel base spreads loads.  Spring keeps block upright when not in use.  Backing plate #97-49 sold separately.  Sheave Dia. 2-2/8"" (60 mm), Max Line 1/2"" (13 mm), Dia. includes urethane base 3-3/8"" (86 mm), Height 4-25/32"" (120 mm), H2 2-15/32"" (63 mm), Fastener Size (4),1/4"" RH (6 mm), C/C 1-11/16"" (43 mm), SWL 2250 lbs (1020 kg), Weight Stain. 14.5 oz. (411 g)",https://hardware.schaefermarine.com/collections/blocks/products/stainless-steel-stand-up-swivel-705-62
"Spr. Loaded/Lined Slide/Alum. for 1"" T-Track",504-82,$239.55,"504-82 Stand up spring block for 1"" T-Track.  Delrin(tm) sheave ensures smooth operation and high safe working load.  Anodized aluminum cheeks and stainless steel slider ensure reliability.  Polyethylene liner and pin stop allow for easy adjustment.  Track Size 1"" x 1/8"" (25 mm x 3 mm), Boat Size Up To LOA, Displ., Sail Area: 27', 5000 lbs., 315 sq. ft (8 m, 2270 kg, 29 m2), Sheave Dia 2"" (51 mm), Max Line 7/16"" (11 mm), Length 3"" (76 mm), W 1-1/4"" (31 mm), H 4-5/32"" (105 mm), Bearing Height 2-7/32"" (56 mm), SWL 1750 lbs. (795 kg), Weight 7.0 oz. (198 g)",https://hardware.schaefermarine.com/collections/blocks/products/spr-loaded-lined-slide-alum-for-1-t-track-504-82
"Spr. Loaded/Lined Slide/S.S. for 1"" T-Track",505-82,$268.80,"505-82 Stand up spring block for 1"" T-Track. Delrin(tm) sheave ensures smooth operation and high safe working load. Stainless Steel cheeks and stainless steel slider ensure reliability. Polyethylene liner and pin stop allow for easy adjustment.  Track Size 1"" x 1/8"" (25 mm x 3 mm), Boat Size Up To LOA, Displ., Sail Area: 27', 5000 lbs., 315 sq. ft (8 m, 2270 kg, 29 m2), Sheave Dia 2"" (51 mm), Max Line 7/16"" (11 mm), Length 3"" (76 mm), W 1-1/4"" (31 mm), H 4-5/32"" (105 mm), Bearing Height 2-7/32"" (56 mm), SWL 1750 lbs. (795 kg), Weight 6.5 oz. (184 g)",https://hardware.schaefermarine.com/collections/blocks/products/spr-loaded-lined-slide-s-s-for-1-t-track-505-82
Single Aluminum Block with Becket,504-15,$119.75,"Single block with anodized aluminum cheeks and becket.   Becket may be easily removed for use with pre-spliced line.  Delrin(tm) sheave ensures smooth operation and high safe working load.  Swivel head may be locked in place to avoid twist.  Sheave Dia. 2 (51mm), Thickness 1-15/16""(49mm), Width 2 1/8"" (54mm), Length 5 17/32"" (140mm), SWL 1750 lbs. (795kg), Weight 5.7oz (162g), Max Line 7/16"" (11mm), Max Line 7/16"" (11mm)",https://hardware.schaefermarine.com/collections/blocks/products/single-aluminum-block-with-becket-504-15
Ball Bearing Stand-Up Swivel,706-62,$257.95,"Single stand up ball bearing block.  Stand up spring keeps block upright when not in use.  Stainless steel base spreads load out and may be used with 97-49 backing plate.  (sold separately)  Delrin(tm) ball bearing sheave provides a low-friction high strength sheave.  Sheave Dia. 2-2/8"" (60 mm), Max Line 1/2"" (13 mm), Dia. includes urethane base 3-3/8"" (86 mm), Height 4-25/32"" (120 mm), H2 2-15/32"" (63 mm), Fastener Size (4),1/4"" RH (6 mm), C/C 1-11/16"" (43 mm), SWL 1700 lbs (771kg), Weight Alum. 11.7 oz (332 g)",https://hardware.schaefermarine.com/collections/blocks/products/ball-bearing-stand-up-swivel-706-62
"Stand-Up Swivel, Alum.",704-62,$248.75,"Sheave Dia. 2-2/8"" (60 mm), Max Line 1/2"" (13 mm), Dia. includes urethane base 3-3/8"" (86 mm), Height 4-25/32"" (120 mm), H2 2-15/32"" (63 mm), Fastener Size (4),1/4"" RH (6 mm), C/C 1-11/16"" (43 mm), SWL 2250 lbs (1020 kg), Weight Alum. 11.7 oz. (332 g)",https://hardware.schaefermarine.com/collections/blocks/products/stand-up-swivel-alum-704-62
3 Series Curved/Base Sng/Delrin,300-30,$74.85,"3 Series Ball Bearing aluminum cheek block with curved base.  Fits up to 2"" diameter spar section for easy mounting.  Delrin(tm) ball bearing sheave ensures low-friction.  Stainless steel base provide high safe working load.  Sheave Dia. 1-7/16"" (37 mm), Max Line 7/16"" (11 m), L 3-11/16"" (949 mm), W 1"" (25 mm), H 3/4"" (19 mm), Fasteners (4) #10 RH (5 mm), C/C 3-3/16"" (94 mm), SWL 1000 lbs. (450 kg), Weight Stain. 2.2 oz. (62 g), Weight Alum. 2.1 oz. (59 g)",https://hardware.schaefermarine.com/collections/blocks/products/3-series-curved-base-sng-delrin-300-30
"Spr. Loaded/Lined Slide/Alum. for 1"" T-Track",303-86,$243.75,"303-86 Spring loaded block for 1"" T-Track.  Delrin(tm) sheave ensures smooth operation and high safe working load.  Anodized Aluminum cheeks and Stainless Steel slider provide a strong and reliable block.  Pin stop allows for easy adjustment.  Track Size 1"" x 1/8"" (25 mm x 3 mm), Boat Size Up To LOA, Displ., Sail Area: 27', 5000 lbs., 315 sq. ft (8 m, 2270 kg, 29 m2), Sheave Dia. 1-7/16"" (60 mm), Max Line 7/16"" (11 mm), L 3"" (76 mm), W 1-1/4"" (31 mm), H 3-17/32"" (90 mm), Bearing Height 2-5/32"" (55 mm), SWL 1000 lbs. (450 kg), Weight 4.0 oz. (113 g)",https://hardware.schaefermarine.com/collections/blocks/products/spr-loaded-lined-slide-alum-for-1-t-track-303-86
3 Series Flat Base/Alum Cheek/BB Sheave,300-09,$113.55,"3 series Ball Bearing Cheek block with anodized aluminum cheek.  Delrin(tm) ball bearing block is perfect for control lines under consistent. adjustment. Stainless Steel base provides a strong platform.  Sheave Dia. 1-7/16"" (37 mm), Max Line 7/16"" (11 m), Length 2-7/8"" (73 mm), Width 1-3/4"" (44 mm), Height 3/4"" (19 mm), Fasteners (4) #10 RH (5 mm), C/C 2-3/8"" (60 mm), SWL 1000 lbs. (450 kg), Weight Alum. 2.5 oz. (71 g)",https://hardware.schaefermarine.com/collections/blocks/products/3-series-flat-base-alum-cheek-bb-sheave-300-09
3 Series Organizer Double (Alum.),303-80,$143.15,"3 Series Double Aluminum deck organizer.  Stainless Steel base and anodized aluminum top strap provide a high strength base.  Delrin(tm) sheaves ensure smooth operation and high strength.  Sheave Dia. 1-7/16"" (37 mm), Max Line 7/16"" (11 mm), Length 4-11/32"" (110 mm), Width 1-7/16"" (37 mm), Height 25/32"" (20 mm), Fasteners (2) 1/4"" RH (6 mm), CC 1-5/8"" (41 mm), SWL 1250 lbs. (567 kg), ---, Weight Alum. 5.4 oz. (153 g)",https://hardware.schaefermarine.com/collections/blocks/products/3-series-organizer-double-alum-303-80
3 Series Hinged Fairlead/ Ball Bearing,300-32,$204.35,"300-32 hinged fairlead block.  Delrin(tm) ball bearing sheaves provides low-friction with high strength.  Stainless steel base includes SS pin easily removable for installation.  Block will swivel 180 degrees.  Sheave Dia. 1-7/16"" (37 mm), Max Line 7/16"" (11 mm), Length 2-15/32"" (53 mm), Width 3/4"" (19 mm), Height 2-7/32"" (19 mm), Bearing Height 7/8"" (56 mm), Fasteners (2), #10 FH (5 mm), C/C 1-3/4"" (44 mm), SWL 650 lbs. (454 kg), Weight 3.6 oz. (102 g)",https://hardware.schaefermarine.com/collections/blocks/products/3-series-hinged-fairlead-ball-bearing-300-32
5 Series Halyard Lift Turning Block / Delrin,504-60,$149.30,"504-60 Halyard/Control block. Delrin(tm) sheave ensures smooth operation and high strength. Anodized aluminum cheek and stainless steel base provide a solid platform. Block is mounted to bisect load angle for maximum strength. Sheave Dia. 2"", (51 mm), Max Line 7/16"", (11 mm), Jaw Opening 2-9/32"", (58mm), Pin. Dia. 1-5/16"", (49 mm), Length 2-9/16"", (65 mm), Width 5/8"", (16 mm), T (4), #10 RH (5 mm), C/C Length 1-21/32"", (42 mm), C/C Across 1-13/32"", (35 mm), SWL 1750 lbs. (795 kg)",https://hardware.schaefermarine.com/collections/blocks/products/5-series-halyard-lift-turning-block-delrin-504-60
Half-Moon Mast Base/Hinged/Alum.,32-15-UC,$793.00,"Half-Moon hinged base block.  Heavy duty Stainless Steel cage and base ensure reliability.  SS Springs keep block upright.  Aluminum UC sheave features nomex(tm)/Teflon(tm) bearing and Delrin(tm) ball bearings for a low-friction high strength sheave.   Sheave Dia. 2-3/8"" (60 mm), Max Line 5/8"" (16 mm), Length 4"" (102 mm), Width 1-3/4"" (44 mm), Height 4"" (102 mm), Bearing Height 1-5/8"" (41 mm), Fasteners (4), 1/4"" RH (6 mm), C/C 3"" (76 mm), SWL 3000 lbs. (1361 kg), Weight 15 oz. (425 g)",https://hardware.schaefermarine.com/collections/blocks/products/half-moon-mast-base-hinged-alum-32-15-uc
Aluminum Fiddle Block with Cam and Becket,704-75,$473.80,"Fiddle block with anodized aluminum cheeks, becket and cam cleat.  Works with 704-45 for a 4:1 purchase. Delrin(tm) sheaves ensure smooth operation and high safe working load.  Swivel head design may be locked in place to avoid twist.  Sheave Dia. 2 3/8"" (60mm), Sheave Dia. 2 3/8"" (60mm), Thickness 2 11/16"" (68mm), Width 4"" (102mm), Length 8 25/32"" (223mm), SWL 2250 lbs. (1020kg), Weight 1lb. 5oz. (595g), Max Line 1/2"" (13mm)",https://hardware.schaefermarine.com/collections/blocks/products/aluminum-fiddle-block-with-cam-and-becket-704-75
Ball Bearing Fiddle Block,706-45,$257.95,"Fiddle block with anodized aluminum cheeks and ball bearing sheaves.  Works with 706-75 for a 4:1 purchase.  Delrin(tm) ball bearing sheaves feature a single top sheave and two in-line sheaves to spread the load reducing friction and chafe.  Swivel head design may be locked in place to avoid twist. Upper Sheave Dia. 2 3/8"" (60mm), Lower sheaves diameter 1-13/16"" (46mm) Thickness 2-11/16"" (68mm),  Width 3 31/32"" (101mm), Length 7 15/32"" (190mm), SWL 1700 lbs. (771kg), Weight 1lb 5 oz, (595g) Max Line 1/2"" (13mm)",https://hardware.schaefermarine.com/collections/blocks/products/ball-bearing-fiddle-block-706-45
Stainless Fiddle Block with Becket,505-55,$226.10,"Fiddle block with becket and stainless steel cheeks.  Works with 505-45 for a 4:1 purchase.  Delrin(tm) sheaves ensure smooth operation and high safe working load.  Sheave Dia. 2"" (51mm), Thickness 15/16"" (24mm), Width 2 3/8"" (60mm), Length 7 3/16"" (183mm), SWL 1750 lbs. (795kg), Weight 11.9oz (337g), Max Line 7/16"" (11mm)",https://hardware.schaefermarine.com/collections/blocks/products/stainless-fiddle-block-with-becket-505-55
Upset Shackle for 5 Series blocks,78-50,$51.85,Mounts two 5 Series Blocks head to head. 2 oz (57g),https://hardware.schaefermarine.com/collections/blocks/products/upset-shackle-for-5-series-blocks-78-50
Single Lashing Eye with Becket,01-12,$42.90,"Sheave Dia. Thickness 3/4"" (19mm), Thickness 15/32"" (12mm), Width 7/8"" (22mm), Length 1 13/16"" (46mm), SWL 750 lbs (340kg), Weight 1.25 oz (35g) Max Line 1/4"" (6mm)",https://hardware.schaefermarine.com/collections/blocks/products/single-lashing-eye-with-becket-01-12
Single Aluminum Block with Front-Side,303-03,$91.75,"Single block with front-side shackle.  Delrin(tm) sheave ensure smooth operation and high safe working loads.  Sheave Dia. 1 7/16"", Thickness 3/4"" (19mm), Width 1 9/16"" (40mm), Length 3 25/32"" (96mm), SWL 1000 lbs (410 kg), Weight 2.1oz. (59g), Max Line 7/16"" (8mm)",https://hardware.schaefermarine.com/collections/blocks/products/single-aluminum-block-with-front-side-303-03
Single Ball Bearing Block,506-05,$115.25,"Single block with aluminum cheeks and ball bearing sheave.  Delrin(tm) ball bearing sheave ensures low-friction operation.  Swivel head may be locked in place to avoid twist.  Sheave Dia. 2"" (51mm), Thickness 15/16"" (24mm), Width 2 1/8"" (54mm), Length 4 13/32"" (112mm), SWL 1500 lbs. (680kg), Weight 5oz. (142g), Max Line 7/16"" (11mm)",https://hardware.schaefermarine.com/collections/blocks/products/single-ball-bearing-block-506-05
Single Aluminum Block with Swivel Shackle,303-05,$106.15,"Single block with aluminum cheeks.  Delrin(tm) sheave ensures smooth operation and high safe working load.  Sheave Dia. 1 7/16"", Thickness 3/4"" (19mm), Width 1 9/16"" (40mm), Length 3 25/32"" (96mm), SWL 1000 lbs (410 kg), Weight 2.4oz. (68g), Max Line 7/16"" (11mm)",https://hardware.schaefermarine.com/collections/blocks/products/single-aluminum-block-with-swivel-shackle-303-05
Single Lashing Eye,02-02,$61.40,"Single block with lashing eye.  Delrin(tm) sheave on plain bearing ensures smooth operation and high safe working load.  Sheave Dia. 1 1/16"" (27mm), Thickness 19/32 ""(15mm), Width 1 3/16"" (30mm), Length 2 11/32"" (59mm), SWL 900 lbs, Weight 1.5 oz (43g), Max Line 5/16"" (8mm)",https://hardware.schaefermarine.com/collections/blocks/products/single-lashing-eye-02-02
Aluminum Fiddle Block,704-45,$214.25,"Fiddle block with anodized aluminum cheeks.  Works with 704-75 for a 4:1 purchase.  Delrin(tm) sheaves feature a single top sheave and two in-line sheaves to spread the load reducing friction and chafe.  Swivel head design may be locked in place to avoid twist. Upper Sheave Dia. 2 3/8"" (60mm), Lower sheaves diameter 1-13/16"" (46mm) Thickness 1 3/32"" (28mm), Width 3 31/32"" (101mm), Length 7 15/32"" (190mm), SWL 2250 lbs. (1020kg), Weight 14.3oz(405g), Max Line 1/2"" (13mm)",https://hardware.schaefermarine.com/collections/blocks/products/aluminum-fiddle-block-704-45
5 Series Flat Base/SS Cheeks/Alum Sheave,505-10,$179.25,"5 Series Cheek Block with Stainless Steel cheek. Delrin(tm) sheave ensures smooth operation and high safe working load. Stainless steel base distributes loads to a large surface area.  Sheave Dia. 2"" (51 mm), Max Line 7/16"" (11 m), L 3-5/8"" (92 mm), W 2-7/32"" (57 mm), H 7/8"" (22 mm), Fasteners (4) #10 RH (5 mm), C/C 3"" (76 mm), SWL 1750 lbs. (795 kg), Weight Stain. 7.5 oz. (237 g), Max Line 7/16"" (11mm)",https://hardware.schaefermarine.com/collections/blocks/products/5-series-flat-base-ss-cheeks-alum-sheave-505-10
M66-08 Single Ratchet,M66-08,$96.71,"New Schaefer M66-08 Single Ratchet Block.  Injection molded long grain fiber body features an anodized aluminum sheave for a light yet strong block.  Delrin(tm) ball bearings ensure smooth operation.  Machined aluminum sheave features ten facets for secure line control.  Swivel head may be locked in place.  On/off switch is located on both sides of the block for easy operation.  Length 5.25"" (133.35mm), Width 2.59"" (66mm), Thickness 1.13"" (28.7mm), Sheave Diameter 2.59"" (66mm), Maximum line 1/2"" (12 mm), Weight 6.8 oz (192 grams), Shackle pin .25"", Safe working load 750 lbs (340 kg)",https://hardware.schaefermarine.com/collections/blocks/products/m66-08-single-ratchet-block
